id,orders
Prague_1_2024-03-16,10372.458155623453
Prague_1_2024-03-17,10208.965956778251
Prague_1_2024-03-18,9689.507270223472
Prague_1_2024-03-19,9380.305942540683
Prague_1_2024-03-20,9242.958000407112
Prague_1_2024-03-21,9811.805168424879
Prague_1_2024-03-22,11466.3876774101
Prague_1_2024-03-23,10172.038273786537
Prague_1_2024-03-24,10000.21679161807
Prague_1_2024-03-25,9715.276881101776
Prague_1_2024-03-26,9256.509727858347
Prague_1_2024-03-27,9076.634270362198
Prague_1_2024-03-28,9601.64885004459
Prague_1_2024-03-29,10103.7402469368
Prague_1_2024-03-30,8204.581228872605
Prague_1_2024-03-31,8181.649613839063
Prague_1_2024-04-01,7649.097281152863
Prague_1_2024-04-02,9509.856998733178
Prague_1_2024-04-03,9478.595900651986
Prague_1_2024-04-04,10510.931470933603
Prague_1_2024-04-05,12089.402904136565
Prague_1_2024-04-06,10256.604747785406
Prague_1_2024-04-07,9875.504310883338
Prague_1_2024-04-08,9686.035491991206
Prague_1_2024-04-09,9508.850714074535
Prague_1_2024-04-10,9516.062931509201
Prague_1_2024-04-11,10471.593257340786
Prague_1_2024-04-12,11968.763657831812
Prague_1_2024-04-13,10286.818969794112
Prague_1_2024-04-14,10239.276535055586
Prague_1_2024-04-15,9854.187879892059
Prague_1_2024-04-16,9495.74759178366
Prague_1_2024-04-17,9429.392109928445
Prague_1_2024-04-18,10108.872845453496
Prague_1_2024-04-19,11696.322305269216
Prague_1_2024-04-20,10056.376411890655
Prague_1_2024-04-21,9910.654926716283
Prague_1_2024-04-22,9785.246013025338
Prague_1_2024-04-23,9197.300361390211
Prague_1_2024-04-24,9165.68293019625
Prague_1_2024-04-25,9811.21197053803
Prague_1_2024-04-26,11518.416697932129
Prague_1_2024-04-27,9836.194518954606
Prague_1_2024-04-28,9725.572655465241
Prague_1_2024-04-29,9588.885561974652
Prague_1_2024-04-30,8836.580107179929
Prague_1_2024-05-01,8284.463347042136
Prague_1_2024-05-02,9713.874315069465
Prague_1_2024-05-03,11330.841821072565
Prague_1_2024-05-04,9821.943466720295
Prague_1_2024-05-05,9740.733768201348
Prague_1_2024-05-06,9730.526477788557
Prague_1_2024-05-07,9311.125066187067
Prague_1_2024-05-08,9139.616408921207
Prague_1_2024-05-09,10097.198601921165
Prague_1_2024-05-10,11577.536825424173
Prague_1_2024-05-11,10031.33631425037
Prague_1_2024-05-12,10016.006785147301
Prague_1_2024-05-13,9949.099089843323
Prague_1_2024-05-14,9635.27481170817
Prague_1_2024-05-15,9438.679971523876
Brno_1_2024-03-16,9392.041554290685
Brno_1_2024-03-17,8389.415660923089
Brno_1_2024-03-18,8122.890880504641
Brno_1_2024-03-19,8370.089520206802
Brno_1_2024-03-20,8257.642349992297
Brno_1_2024-03-21,8662.520115557068
Brno_1_2024-03-22,10427.119089965907
Brno_1_2024-03-23,9140.120865679073
Brno_1_2024-03-24,8212.297503698808
Brno_1_2024-03-25,8070.77404297608
Brno_1_2024-03-26,8236.84481921809
Brno_1_2024-03-27,8103.354780917479
Brno_1_2024-03-28,8554.163408280916
Brno_1_2024-03-29,9450.783386637318
Brno_1_2024-03-30,7814.415416621656
Brno_1_2024-03-31,6961.538645437994
Brno_1_2024-04-01,6591.559729369614
Brno_1_2024-04-02,8500.236571829832
Brno_1_2024-04-03,8455.760153989351
Brno_1_2024-04-04,8984.629606643475
Brno_1_2024-04-05,10692.798570605752
Brno_1_2024-04-06,9378.48618807301
Brno_1_2024-04-07,8275.545370733571
Brno_1_2024-04-08,8162.043205843697
Brno_1_2024-04-09,8470.065492776763
Brno_1_2024-04-10,8403.832996794783
Brno_1_2024-04-11,8873.544831139541
Brno_1_2024-04-12,10564.882832883748
Brno_1_2024-04-13,9451.548346135532
Brno_1_2024-04-14,8618.480302984986
Brno_1_2024-04-15,8282.279617271375
Brno_1_2024-04-16,8507.693430000392
Brno_1_2024-04-17,8462.765882787051
Brno_1_2024-04-18,8771.822339239328
Brno_1_2024-04-19,10484.874096545556
Brno_1_2024-04-20,9264.1826666817
Brno_1_2024-04-21,8288.765975999926
Brno_1_2024-04-22,8203.752492220132
Brno_1_2024-04-23,8321.63196075355
Brno_1_2024-04-24,8259.093054730367
Brno_1_2024-04-25,8595.217783646305
Brno_1_2024-04-26,10391.24939163561
Brno_1_2024-04-27,9020.296263085973
Brno_1_2024-04-28,8108.576137842272
Brno_1_2024-04-29,8058.8800982281555
Brno_1_2024-04-30,7975.3925885963035
Brno_1_2024-05-01,7337.46590649121
Brno_1_2024-05-02,8461.264569196035
Brno_1_2024-05-03,10222.901756202693
Brno_1_2024-05-04,9025.463038454975
Brno_1_2024-05-05,8166.064048680117
Brno_1_2024-05-06,8090.447500855073
Brno_1_2024-05-07,8337.614820417408
Brno_1_2024-05-08,8281.440996298521
Brno_1_2024-05-09,8648.803829716842
Brno_1_2024-05-10,10412.339877160943
Brno_1_2024-05-11,9191.594048800076
Brno_1_2024-05-12,8344.949462847477
Brno_1_2024-05-13,8319.32706924704
Brno_1_2024-05-14,8605.713438082981
Brno_1_2024-05-15,8466.977368012558
Prague_2_2024-03-16,6382.029674700727
Prague_2_2024-03-17,6220.855096347434
